Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2023-05-22,173.51478576660156,218.74636840820312,153.37217712402344,205.91000366210938,210.36318969726562,209.98570251464844,47.346900939941406,147.8097381591797,91.52172088623047,49.102108001708984,314.96148681640625,283.1452331542969,193.64804077148438,123.50991821289062,29.86338233947754,153.33773803710938,134.4660186767578,59.60934066772461,282.9679260253906,80.39289855957031,111.44110107421875,319.2618408203125,108.69580841064453,145.43292236328125,177.1647186279297,473.31207275390625,229.9267578125,33.47359085083008,29.59467315673828,49.0050163269043
2023-05-23,170.8851776123047,219.18582153320312,150.4627227783203,202.60000610351562,208.8413848876953,206.37042236328125,47.434181213378906,152.08578491210938,89.5282211303711,49.28231430053711,313.65283203125,287.3145751953125,191.720703125,124.16863250732422,29.103979110717773,153.2790985107422,133.06320190429688,59.502742767333984,280.05364990234375,79.5945816040039,110.25358581542969,313.3772277832031,107.31466674804688,143.86314392089844,175.4136199951172,472.1500244140625,223.26596069335938,33.73423385620117,29.98370361328125,48.91267395019531
2023-05-24,171.1640625,216.13885498046875,148.6480255126953,199.27000427246094,205.8861083984375,208.78726196289062,46.94926834106445,152.4930419921875,88.78065490722656,48.675296783447266,310.0080871582031,283.5738525390625,188.66253662109375,121.74687194824219,28.600994110107422,153.13247680664062,131.84548950195312,58.998809814453125,279.61358642578125,76.66214752197266,110.5748062133789,311.9756164550781,106.83126068115234,142.6736297607422,172.16575622558594,473.51885986328125,220.9495849609375,33.38981246948242,29.215133666992188,48.68840789794922
2023-05-25,172.30953979492188,212.3692169189453,149.00308227539062,200.8699951171875,206.16104125976562,209.63616943359375,47.55056381225586,149.86534118652344,87.85367584228516,47.774253845214844,313.9533386230469,279.3363037109375,189.06568908691406,122.7930679321289,27.023006439208984,150.93313598632812,132.16696166992188,58.543331146240234,279.222412109375,76.7095718383789,109.30943298339844,323.9735412597656,106.03218078613281,141.75711059570312,169.8961944580078,470.43646240234375,222.072998046875,32.412418365478516,28.437074661254883,48.20360565185547
2023-05-26,174.73992919921875,211.8516082763672,155.07839965820312,203.6300048828125,207.94793701171875,215.15895080566406,48.35551834106445,149.39991760253906,88.00318908691406,47.74580001831055,321.83416748046875,285.2590637207031,190.52102661132812,124.85641479492188,28.600994110107422,150.87449645996094,133.4041748046875,58.39796447753906,279.7309265136719,76.62261962890625,108.1121826171875,330.9019470214844,106.06177520751953,141.76686096191406,168.54615783691406,474.1983642578125,223.6934356689453,32.57997131347656,28.47503089904785,48.28935623168945
2023-05-30,176.6025848388672,213.41415405273438,155.8378143310547,204.69000244140625,206.08248901367188,218.58445739746094,48.65616226196289,148.46908569335938,87.53471374511719,47.61114501953125,320.6903076171875,284.8402099609375,191.3076934814453,125.4279556274414,29.57737159729004,150.89404296875,133.91075134277344,57.932796478271484,278.6356506347656,75.92705535888672,106.26277923583984,329.2319641113281,105.0851058959961,139.60232543945312,169.5244140625,472.5538024902344,220.34317016601562,32.48688888549805,28.399120330810547,48.17062759399414
2023-05-31,176.5527801513672,215.48452758789062,156.3802490234375,205.6999969482422,202.0079803466797,223.08859252929688,48.17124938964844,146.04502868652344,87.67426300048828,46.91861343383789,316.3633728027344,278.1094970703125,188.40687561035156,124.5657958984375,31.007423400878906,151.56849670410156,132.2059326171875,57.816505432128906,278.8214111328125,73.75342559814453,107.46975708007812,326.4288024902344,103.84207916259766,138.9393310546875,165.56243896484375,479.8314208984375,219.7367401123047,33.166412353515625,28.81661605834961,48.43776321411133
2023-06-01,179.38160705566406,209.25390625,160.48306274414062,207.9600067138672,205.267578125,212.62225341796875,48.239139556884766,147.5382537841797,88.30220794677734,47.13022232055664,309.0378723144531,282.9563903808594,190.6291961669922,125.75731658935547,30.701684951782227,151.06021118164062,134.0276336669922,58.145999908447266,281.5205383300781,74.52012634277344,107.97590637207031,330.59375,102.2340316772461,140.3628387451172,167.5776824951172,486.124267578125,225.1747283935547,33.25019454956055,28.76917266845703,48.61585235595703
2023-06-02,180.23822021484375,212.96493530273438,166.24278259277344,213.32000732421875,222.5082244873047,212.75209045410156,48.51069259643555,151.5137176513672,90.47512817382812,49.64063262939453,316.1192321777344,290.3641357421875,195.5360565185547,128.27593994140625,30.87921142578125,153.4355010986328,136.84304809570312,59.27015686035156,285.0205078125,81.04103088378906,109.5235595703125,333.3968811035156,106.67813873291016,142.85888671875,171.324462890625,491.9837646484375,227.45130920410156,32.18901443481445,29.59467315673828,49.08087158203125
2023-06-05,178.8736114501953,216.68576049804688,165.12831115722656,208.77999877929688,218.4238739013672,209.5862274169922,48.6949577331543,150.7864990234375,90.70438385009766,49.53482437133789,314.322021484375,287.5776672363281,193.89385986328125,128.48904418945312,29.449161529541016,154.75511169433594,135.4986572265625,58.872825622558594,283.5654602050781,77.44465637207031,110.09784698486328,333.9337158203125,104.12450408935547,142.29336547851562,170.5809783935547,490.6149597167969,225.44314575195312,32.077308654785156,29.6516056060791,49.404075622558594
2023-06-06,178.50506591796875,216.0411834716797,169.4579620361328,207.2899932861328,222.55731201171875,212.57232666015625,48.307029724121094,151.0579833984375,91.8606185913086,50.58323287963867,319.1958923339844,290.4230041503906,193.06787109375,128.53749084472656,30.534025192260742,154.6182403564453,135.74220275878906,58.4464225769043,279.7410888671875,77.68968200683594,107.08040618896484,331.68719482421875,105.10438537597656,140.87960815429688,171.1483612060547,480.1564025878906,226.88467407226562,32.30071258544922,29.91728401184082,49.39748001098633
2023-06-07,177.12054443359375,216.07049560546875,169.1916961669922,211.92999267578125,231.26597595214844,205.46160888671875,48.277931213378906,154.97528076171875,92.21944427490234,51.81439208984375,327.93768310546875,296.0155944824219,195.08370971679688,130.1746063232422,30.849624633789062,154.9506072998047,137.05734252929688,58.35920715332031,277.1455993652344,79.83169555664062,105.71769714355469,321.4486999511719,105.99518585205078,141.18185424804688,171.9603271484375,474.7991638183594,223.95191955566406,32.82198715209961,30.296823501586914,49.470035552978516
2023-06-08,179.85972595214844,215.5919647216797,168.78732299804688,218.11000061035156,230.18597412109375,209.25665283203125,48.18095016479492,154.4031982421875,92.22941589355469,50.76598358154297,327.6642150878906,295.4170837402344,194.84771728515625,130.20367431640625,31.382192611694336,156.65139770507812,137.0963134765625,58.50456619262695,280.9601745605469,79.64200592041016,107.38215637207031,323.3175048828125,105.11428833007812,142.7808837890625,172.08822631835938,482.7759704589844,221.7449188232422,32.98023986816406,30.220916748046875,50.185699462890625
2023-06-09,180.24819946289062,213.63877868652344,169.35934448242188,217.30999755859375,230.7554473876953,215.02911376953125,48.16154861450195,154.0347442626953,91.63136291503906,49.76567077636719,328.2013854980469,291.7475891113281,194.592041015625,131.06581115722656,30.908796310424805,156.40704345703125,137.36907958984375,58.601478576660156,281.9531555175781,78.96224975585938,107.76176452636719,324.8383483886719,104.77776336669922,142.8978729248047,172.76708984375,486.11444091796875,222.25193786621094,33.01747131347656,29.812908172607422,50.48911666870117
2023-06-12,183.06704711914062,212.2715606689453,171.25294494628906,221.55999755859375,233.5732421875,213.41122436523438,48.956809997558594,152.5512237548828,92.83743286132812,49.8233757019043,331.5906066894531,295.1914367675781,195.19186401367188,132.15077209472656,32.614994049072266,156.2995147705078,137.35934448242188,58.34950637817383,283.703125,80.0372085571289,106.93441009521484,329.86810302734375,105.73784637451172,141.776611328125,171.9504852294922,485.1000671386719,224.84664916992188,33.147796630859375,30.021656036376953,50.82221984863281
2023-06-13,182.58895874023438,216.7931671142578,172.73231506347656,220.3800048828125,240.9761199951172,208.70736694335938,49.26715087890625,153.69537353515625,93.54512786865234,51.11224365234375,334.5306091308594,294.4261169433594,197.7583770751953,133.29383850097656,33.44343948364258,157.12060546875,138.35301208496094,58.582096099853516,283.68341064453125,81.20701599121094,107.06094360351562,332.2935485839844,105.6883544921875,141.43536376953125,173.27870178222656,483.83953857421875,222.0928497314453,33.02677917480469,30.3158016204834,51.21797561645508
2023-06-14,183.22642517089844,217.0763702392578,172.071533203125,216.89999389648438,238.89468383789062,209.12681579589844,49.42232894897461,152.31849670410156,92.14967346191406,50.794837951660156,330.5455322265625,294.0630798339844,197.17820739746094,132.90635681152344,35.09046173095703,157.92213439941406,137.83670043945312,58.979427337646484,283.5753173828125,80.58259582519531,106.4730224609375,335.3253479003906,111.7061996459961,142.76138305664062,170.7501678466797,452.86773681640625,222.1326141357422,33.259498596191406,29.898305892944336,51.73576354980469
2023-06-15,185.2783203125,223.09217834472656,171.4206085205078,219.41000366210938,243.16554260253906,211.64353942871094,50.36306381225586,153.4723663330078,92.6380844116211,51.43927001953125,331.8348083496094,296.3295593261719,200.334716796875,134.0688018798828,35.3271598815918,160.04327392578125,139.39537048339844,59.7899055480957,287.6749572753906,82.0527572631836,107.19812774658203,346.0210876464844,111.26080322265625,144.7406463623047,173.13111877441406,460.689453125,224.84664916992188,33.92040252685547,30.382221221923828,52.01939392089844
2023-06-16,184.19261169433594,224.28363037109375,169.8426055908203,219.99000549316406,240.80921936035156,211.48373413085938,50.49883270263672,152.48333740234375,91.02334594726562,51.13148498535156,330.4380798339844,294.7204895019531,199.58738708496094,133.17758178710938,35.86958694458008,160.53201293945312,139.56097412109375,60.21955490112305,288.7466125488281,82.62975311279297,107.11973571777344,340.2855224609375,112.42872619628906,145.8034210205078,173.89854431152344,453.3720397949219,227.5706329345703,33.93901824951172,30.99897003173828,51.29383087158203
2023-06-20,184.28225708007812,223.23866271972656,167.08108520507812,212.3699951171875,236.76414489746094,216.68695068359375,49.99452590942383,149.01205444335938,89.45844268798828,49.93879699707031,323.02471923828125,295.7310485839844,197.06019592285156,131.70516967773438,34.5184440612793,160.43426513671875,138.84983825683594,59.81919860839844,288.09771728515625,80.85924530029297,108.01142120361328,336.0310974121094,108.4201431274414,144.45790100097656,172.7277374267578,464.150390625,225.1448974609375,33.33396530151367,30.733293533325195,50.842002868652344
2023-06-21,183.2364044189453,221.72494506835938,165.611572265625,212.0800018310547,237.08815002441406,209.3165740966797,49.31564712524414,150.17564392089844,88.35205078125,49.900325775146484,317.5061950683594,295.03448486328125,198.43687438964844,129.50621032714844,32.44733810424805,160.18991088867188,138.645263671875,59.985198974609375,289.552734375,80.20320129394531,108.92271423339844,331.5679016113281,108.85564422607422,145.70591735839844,172.4620819091797,471.42822265625,225.92034912109375,33.35258865356445,29.94574737548828,50.94094467163086
2023-06-22,186.26443481445312,224.28363037109375,165.9468994140625,205.61000061035156,233.02342224121094,213.01174926757812,49.57749938964844,148.003662109375,88.2025375366211,49.42902755737305,312.1439208984375,295.5054016113281,197.3060302734375,127.06505584716797,32.25994873046875,161.8907012939453,135.97601318359375,60.395320892333984,288.35333251953125,79.38116455078125,111.43118286132812,337.68115234375,109.33073425292969,146.20315551757812,172.1865997314453,473.7025451660156,227.0536651611328,33.37119674682617,30.258867263793945,51.366390228271484
2023-06-23,185.9456787109375,221.79330444335938,165.75950622558594,205.41000366210938,230.17617797851562,209.81591796875,48.81134033203125,146.7528533935547,87.81380462646484,49.400169372558594,307.3872375488281,295.14239501953125,196.75537109375,125.37950897216797,32.54595947265625,161.75387573242188,135.26486206054688,59.76061248779297,285.0205078125,79.61038970947266,112.29346466064453,333.0191650390625,108.40033721923828,144.75039672851562,170.91741943359375,471.6754150390625,228.20689392089844,33.054710388183594,29.793930053710938,51.270748138427734
2023-06-26,184.541259765625,219.46900939941406,164.81271362304688,205.5800018310547,232.64051818847656,207.08949279785156,48.6949577331543,149.33206176757812,88.41185760498047,49.96765899658203,305.0918884277344,302.0889892578125,199.20387268066406,127.229736328125,32.88127899169922,159.94552612304688,135.59608459472656,59.7801399230957,284.2143249511719,79.3653564453125,110.80406188964844,326.6375427246094,110.59764099121094,144.8966522216797,169.60888671875,473.71246337890625,224.97589111328125,33.61322784423828,29.974214553833008,51.135528564453125
2023-06-27,187.32025146484375,217.39865112304688,165.87786865234375,209.42999267578125,236.31251525878906,208.54759216308594,49.32534408569336,148.8666229248047,88.77068328857422,50.56399917602539,306.1565856933594,307.8287658691406,199.95120239257812,128.1984405517578,33.63082504272461,159.61317443847656,135.60581970214844,59.653202056884766,286.38702392578125,77.66596221923828,111.03923034667969,332.5718688964844,112.44853973388672,146.27142333984375,169.80564880371094,477.1733703613281,226.0098114013672,34.022796630859375,27.17510223388672,50.950836181640625
2023-06-28,188.50558471679688,216.1290740966797,167.44601440429688,210.72000122070312,237.4710235595703,211.89320373535156,49.33504104614258,150.21441650390625,88.54143524169922,50.93911361694336,306.3616943359375,300.7349853515625,199.1251983642578,127.63658905029297,33.10811233520508,159.29063415527344,135.01156616210938,59.09660720825195,286.81964111328125,77.91099548339844,110.17694091796875,333.84423828125,111.87445831298828,146.24217224121094,165.6537322998047,469.1539001464844,226.62619018554688,34.27412796020508,27.59259605407715,51.227874755859375
2023-06-29,188.84423828125,215.98260498046875,169.71438598632812,211.8300018310547,239.79794311523438,210.1554718017578,49.66477966308594,151.49432373046875,88.66104125976562,51.208431243896484,315.5722351074219,302.0202941894531,203.02903747558594,129.8646240234375,32.45719528198242,160.4049530029297,139.72659301757812,58.608360290527344,289.50360107421875,78.44056701660156,111.25479888916016,333.0489807128906,112.21098327636719,145.6474151611328,168.23147583007812,471.1217041015625,232.94895935058594,34.43238067626953,26.918914794921875,50.88158416748047
2023-06-30,193.20703125,216.8224639892578,171.80523681640625,211.16000366210938,241.57501220703125,210.98439025878906,50.17879104614258,152.57061767578125,88.98997497558594,51.227664947509766,315.0350341796875,304.78717041015625,204.04188537597656,129.6224365234375,32.97990417480469,161.79296875,141.6846923828125,58.80366134643555,293.37713623046875,79.1124267578125,113.06756591796875,338.5062255859375,109.24166107177734,147.94845581054688,170.85838317871094,475.2748107910156,236.09046936035156,34.61854934692383,27.03277587890625,51.8380012512207
2023-07-03,191.70297241210938,219.74246215820312,173.0281982421875,210.9199981689453,242.8317413330078,211.37388610839844,50.256378173828125,152.43487548828125,90.20600891113281,51.72782516479492,319.0103454589844,304.1788635253906,204.82855224609375,129.48681640625,33.15742492675781,159.6718292236328,142.82449340820312,59.15519714355469,289.8673400878906,79.94235229492188,112.02890014648438,335.971435546875,107.99453735351562,148.68943786621094,170.29759216308594,472.545654296875,236.57760620117188,34.70232009887695,27.53566551208496,52.174400329589844
2023-07-05,190.57740783691406,220.59210205078125,173.1564178466797,213.30999755859375,240.377197265625,213.5410614013672,50.33455276489258,151.56219482421875,89.4983139038086,50.823692321777344,312.60296630859375,304.94415283203125,202.9897003173828,130.0389862060547,32.06269836425781,159.14398193359375,141.873046875,59.5946044921875,291.8926086425781,77.95842742919922,111.41156768798828,336.1304931640625,106.00508117675781,148.4359588623047,169.80564880371094,465.9599914550781,238.0489501953125,34.88849639892578,27.763391494750977,52.144718170166016
2023-07-06,191.05551147460938,217.75999450683594,169.16818237304688,212.6199951171875,236.2045135498047,209.86585998535156,49.94367980957031,148.2363739013672,88.45172119140625,50.75636672973633,305.717041015625,296.3295593261719,200.6100311279297,128.02407836914062,31.530128479003906,157.96124267578125,140.4704132080078,59.13566589355469,289.946044921875,76.12466430664062,109.50082397460938,339.23187255859375,104.02552795410156,148.19219970703125,168.1527557373047,464.1206970214844,237.4822998046875,34.56269454956055,27.621063232421875,51.81491470336914
2023-07-07,189.92994689941406,213.53135681152344,168.04000854492188,212.10000610351562,240.7208251953125,209.3165740966797,49.826419830322266,149.53567504882812,88.35205078125,51.073768615722656,307.8365783691406,297.10467529296875,199.87252807617188,127.94658660888672,31.411781311035156,155.66415405273438,141.5787811279297,58.3544807434082,287.173583984375,76.8992691040039,106.8061752319336,335.2060546875,103.39207458496094,145.0819091796875,168.88082885742188,456.4275817871094,235.06651306152344,34.01597595214844,27.611576080322266,50.62104034423828
2023-07-10,187.86810302734375,219.46900939941406,169.93020629882812,213.30999755859375,244.28482055664062,212.53237915039062,50.2270622253418,150.53439331054688,87.81380462646484,51.23728561401367,309.10626220703125,304.4339599609375,204.2778778076172,128.7409210205078,32.28953552246094,155.9182891845703,142.373291015625,57.915061950683594,289.52325439453125,76.82022857666016,107.74685668945312,329.84820556640625,104.69857788085938,145.14041137695312,166.3424530029297,457.8811340332031,236.76651000976562,33.29586410522461,28.266281127929688,51.079463958740234
2023-07-11,187.34019470214844,218.61940002441406,172.82981872558594,218.75999450683594,248.2513427734375,220.8814697265625,50.93062973022461,153.3172149658203,89.19928741455078,51.381561279296875,313.4136657714844,307.7502746582031,205.25137329101562,130.23272705078125,32.84183120727539,155.05813598632812,144.59986877441406,58.12012481689453,289.7690734863281,80.55887603759766,106.51220703125,330.48443603515625,106.2921142578125,144.3798828125,169.57937622070312,457.72296142578125,239.14251708984375,33.15373229980469,29.006385803222656,51.00360870361328
2023-07-12,189.02354431152344,220.39678955078125,172.52305603027344,217.11000061035156,248.98773193359375,226.98348999023438,49.582122802734375,154.79104614257812,89.85714721679688,52.04523468017578,318.80523681640625,311.5375061035156,205.04489135742188,128.6827850341797,33.512474060058594,154.52049255371094,145.31590270996094,58.43259811401367,290.6243591308594,80.28223419189453,105.30697631835938,335.1861877441406,106.65833282470703,145.1306610107422,168.35935974121094,446.6578674316406,240.79281616210938,33.03055191040039,28.76917266845703,51.13222885131836
2023-07-13,189.79049682617188,222.33042907714844,172.43397521972656,216.85000610351562,251.20660400390625,230.0694580078125,50.354095458984375,152.7257537841797,90.17610931396484,52.14141845703125,321.03216552734375,308.6725769042969,205.23170471191406,129.72900390625,33.403987884521484,155.23406982421875,146.02212524414062,58.930599212646484,290.2409362792969,81.30186462402344,104.18011474609375,340.61358642578125,106.73751068115234,145.2281494140625,165.50613403320312,442.7519226074219,241.88636779785156,32.82210159301758,28.218839645385742,50.83211135864258
2023-07-14,189.93991088867188,222.10580444335938,171.5927734375,213.1199951171875,250.970947265625,229.03082275390625,49.23033905029297,148.9151153564453,88.33212280273438,50.900638580322266,318.6001281738281,310.5367736816406,202.7045440673828,129.2252655029297,32.69389343261719,156.2701873779297,146.9049072265625,59.46767044067383,289.9656982421875,80.85924530029297,105.17958068847656,343.1781311035156,106.84639739990234,146.3006591796875,163.27276611328125,474.81005859375,241.73724365234375,32.225162506103516,27.706459045410156,51.00690841674805
2023-07-17,193.22694396972656,222.50621032714844,173.57205200195312,211.8699951171875,252.7775115966797,227.7025604248047,49.65052795410156,148.77938842773438,85.28205108642578,50.42934036254883,319.5866394042969,310.0952453613281,204.70071411132812,130.0389862060547,33.89710998535156,155.4882049560547,150.4458465576172,59.379783630371094,289.7100524902344,80.3849868774414,103.4452133178711,343.66522216796875,107.59862518310547,145.2671661376953,165.8701934814453,478.6764221191406,242.56239318847656,29.808984756469727,27.630552291870117,51.0695686340332
2023-07-18,192.96795654296875,227.12550354003906,176.194580078125,211.57000732421875,259.0119934082031,227.3330535888672,50.07071304321289,149.0799560546875,85.67078399658203,50.958351135253906,329.42230224609375,310.7919006347656,201.82937622070312,131.12393188476562,34.02531814575195,155.4784393310547,150.7205047607422,59.14542770385742,288.86456298828125,81.42042541503906,103.81756591796875,357.3430480957031,108.59829711914062,145.54014587402344,168.260986328125,494.418701171875,239.36122131347656,30.576478958129883,28.0670223236084,50.97722625732422
2023-07-19,194.33258056640625,226.61767578125,175.28411865234375,208.60000610351562,259.2488098144531,234.06423950195312,51.233558654785156,149.9914093017578,86.75724792480469,50.80445861816406,332.6259765625,313.4606018066406,201.75071716308594,131.24017333984375,33.98586654663086,155.16563415527344,151.29920959472656,60.19026184082031,289.1693420410156,81.79192352294922,103.81756591796875,352.9593505859375,108.75666046142578,146.53466796875,167.8083953857422,498.0774230957031,240.00743103027344,32.187259674072266,28.399120330810547,50.993717193603516
2023-07-20,192.37033081054688,227.77003479003906,175.27423095703125,213.61000061035156,257.6109313964844,227.8623504638672,51.1749267578125,151.64944458007812,85.92994689941406,51.02568054199219,342.6960754394531,313.07794189453125,204.4942169189453,134.04942321777344,32.910865783691406,164.5885772705078,153.16285705566406,60.92262268066406,292.1187744140625,82.4321517944336,106.27704620361328,344.7984313964844,106.4306869506836,147.7228546142578,170.82887268066406,498.6113586425781,238.21795654296875,31.87457847595215,28.693265914916992,51.93693923950195
2023-07-21,191.1850128173828,229.3228302001953,168.4556427001953,211.8000030517578,254.216796875,227.76248168945312,51.42899703979492,153.86990356445312,86.89679718017578,51.02568054199219,343.7704772949219,314.4319763183594,205.12355041503906,134.59188842773438,33.55192947387695,166.35781860351562,151.98580932617188,60.97144317626953,290.6243591308594,82.46377563476562,108.16819763183594,341.7169189453125,107.94505310058594,150.04820251464844,170.03195190429688,500.87579345703125,237.85011291503906,32.10198211669922,28.902009963989258,52.23046112060547
2023-07-24,191.99180603027344,229.9087677001953,166.0508270263672,215.8699951171875,255.9138641357422,225.36561584472656,51.898040771484375,156.9048309326172,86.31867980957031,50.54475784301758,350.57830810546875,318.9845275878906,205.83155822753906,135.17311096191406,33.167293548583984,167.22776794433594,154.9774627685547,60.99097442626953,290.3294372558594,82.41635131835938,106.60040283203125,343.0489196777344,107.65801239013672,150.52894592285156,172.01934814453125,503.0018310546875,239.3314208984375,32.19673538208008,29.072805404663086,52.53717803955078
2023-07-25,192.8583984375,229.8013458251953,164.77420043945312,214.1199951171875,258.5680236816406,225.73512268066406,52.37685775756836,157.62234497070312,85.3518295288086,51.43927001953125,346.4467468261719,319.004150390625,206.18553161621094,135.9384002685547,33.63082504272461,168.50828552246094,153.82005310058594,60.78591537475586,287.42919921875,86.81105041503906,105.36575317382812,348.8838806152344,107.19281768798828,150.88217163085938,169.34323120117188,505.2266845703125,237.29339599609375,32.443092346191406,29.120248794555664,52.49430465698242
2023-07-26,193.7349395751953,229.7036895751953,166.01124572753906,232.8000030517578,254.8778533935547,225.2857208251953,52.005531311035156,156.4394073486328,85.58108520507812,51.65087890625,349.24017333984375,323.3800964355469,204.78921508789062,136.65525817871094,33.887245178222656,168.8308563232422,154.74205017089844,61.56709671020508,286.8294982910156,89.03211212158203,104.98360443115234,335.75274658203125,108.1825942993164,151.03916931152344,171.35032653808594,502.32940673828125,235.71270751953125,32.537845611572266,29.272066116333008,52.682289123535156
2023-07-27,192.4599609375,230.52403259277344,161.90426635742188,233.75,254.8581085205078,224.8562774658203,51.790550231933594,154.81045532226562,85.08271026611328,52.84355926513672,346.26116943359375,323.4978332519531,193.13670349121094,138.49578857421875,34.07463073730469,169.77902221679688,153.0353546142578,60.97144317626953,290.2114562988281,87.88600158691406,103.1512451171875,328.7448425292969,106.56925201416016,149.24365234375,172.04885864257812,499.5903015136719,233.0682830810547,31.7893009185791,29.063316345214844,52.491004943847656
